
mm/dd,2022:LWG:gaspct (%),2021:LWG:gaspct (%),2020:LWG:gaspct (%),2019:LWG:gaspct (%),2018:LWG:gaspct (%),2017:LWG:gaspct (%),2016:LWG:gaspct (%),2015:LWG:gaspct (%),2014:LWG:gaspct (%),2013:LWG:gaspct (%),2012:LWG:gaspct (%),2011:LWG:gaspct (%),2010:LWG:gaspct (%),2009:LWG:gaspct (%),2008:LWG:gaspct (%),2007:LWG:gaspct (%),2006:LWG:gaspct (%),2005:LWG:gaspct (%),2004:LWG:gaspct (%),2003:LWG:gaspct (%),2002:LWG:gaspct (%),2001:LWG:gaspct (%),2000:LWG:gaspct (%),1999:LWG:gaspct (%),1998:LWG:gaspct (%),2022:LWG:outflow (kcfs),2021:LWG:outflow (kcfs),2020:LWG:outflow (kcfs),2019:LWG:outflow (kcfs),2018:LWG:outflow (kcfs),2017:LWG:outflow (kcfs),2016:LWG:outflow (kcfs),2015:LWG:outflow (kcfs),2014:LWG:outflow (kcfs),2013:LWG:outflow (kcfs),2012:LWG:outflow (kcfs),2011:LWG:outflow (kcfs),2010:LWG:outflow (kcfs),2009:LWG:outflow (kcfs),2008:LWG:outflow (kcfs),2007:LWG:outflow (kcfs),2006:LWG:outflow (kcfs),2005:LWG:outflow (kcfs),2004:LWG:outflow (kcfs),2003:LWG:outflow (kcfs),2002:LWG:outflow (kcfs),2001:LWG:outflow (kcfs),2000:LWG:outflow (kcfs),1999:LWG:outflow (kcfs),1998:LWG:outflow (kcfs),2022:LWG:spillpct (%),2021:LWG:spillpct (%),2020:LWG:spillpct (%),2019:LWG:spillpct (%),2018:LWG:spillpct (%),2017:LWG:spillpct (%),2016:LWG:spillpct (%),2015:LWG:spillpct (%),2014:LWG:spillpct (%),2013:LWG:spillpct (%),2012:LWG:spillpct (%),2011:LWG:spillpct (%),2010:LWG:spillpct (%),2009:LWG:spillpct (%),2008:LWG:spillpct (%),2007:LWG:spillpct (%),2006:LWG:spillpct (%),2005:LWG:spillpct (%),2004:LWG:spillpct (%),2003:LWG:spillpct (%),2002:LWG:spillpct (%),2001:LWG:spillpct (%),2000:LWG:spillpct (%),1999:LWG:spillpct (%),1998:LWG:spillpct (%),2022:LWG:tempc (C),2021:LWG:tempc (C),2020:LWG:tempc (C),2019:LWG:tempc (C),2018:LWG:tempc (C),2017:LWG:tempc (C),2016:LWG:tempc (C),2015:LWG:tempc (C),2014:LWG:tempc (C),2013:LWG:tempc (C),2012:LWG:tempc (C),2011:LWG:tempc (C),2010:LWG:tempc (C),2009:LWG:tempc (C),2008:LWG:tempc (C),2007:LWG:tempc (C),2006:LWG:tempc (C),2005:LWG:tempc (C),2004:LWG:tempc (C),2003:LWG:tempc (C),2002:LWG:tempc (C),2001:LWG:tempc (C),2000:LWG:tempc (C),1999:LWG:tempc (C),1998:LWG:tempc (C)
11/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.120,97.076,96.067,95.785,95.858,96.739,99.252,98.203,22.233,19.413,17.421,17.008,21.125,24.017,21.908,19.521,23.975,20.675,16.988,25.467,20.450,15.758,21.258,17.946,30.088,18.092,17.192,16.942,18.013,15.513,17.671,20.783,18.917,0.000,7.620,0.000,0.000,0.000,14.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,12.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.874,9.888,9.150,8.962,10.635,9.367,10.200,10.038
11/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.336,96.929,95.335,96.905,96.761,96.495,99.384,98.486,21.622,19.358,24.179,19.854,19.608,21.950,18.113,19.983,25.533,21.567,20.100,18.621,18.600,19.038,23.083,17.829,28.463,20.313,19.742,15.792,17.433,15.588,19.050,21.646,18.763,0.000,4.326,4.808,0.000,0.000,15.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,12.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.565,9.847,9.235,8.904,10.516,9.041,10.092,9.763
11/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.834,96.497,96.277,96.733,96.867,96.752,99.786,99.126,18.250,21.146,20.617,20.108,20.142,18.988,18.658,15.413,19.633,22.142,20.567,20.871,21.263,24.371,26.933,16.733,28.608,16.954,18.396,16.508,16.192,17.308,17.504,23.521,17.671,0.000,3.823,0.000,0.000,0.000,18.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,11.900,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.352,9.705,9.259,8.415,10.453,8.719,10.288,9.575
11/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.736,97.325,96.532,97.220,96.839,96.735,100.014,99.818,16.594,23.642,19.663,20.558,19.608,18.038,22.633,23.683,18.671,20.200,22.421,28.896,18.313,16.542,44.942,14.417,21.546,20.346,18.708,19.092,16.917,13.988,18.321,18.967,19.408,44.560,3.701,0.000,0.000,0.000,18.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,11.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.077,9.513,8.616,8.088,10.438,8.406,10.179,9.458
11/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.002,98.171,97.124,97.795,97.029,96.353,99.648,100.159,17.383,26.279,17.179,17.417,18.413,19.013,20.667,17.725,19.754,19.263,21.229,24.688,25.375,16.504,33.417,17.896,28.100,21.479,18.933,13.996,16.458,13.963,17.054,17.817,21.596,52.892,0.000,6.743,0.000,0.000,3.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,11.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.859,9.458,8.268,8.018,10.380,8.204,9.983,9.446
11/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.657,98.278,98.083,99.151,96.091,95.949,99.724,99.413,17.317,25.000,17.942,16.779,16.500,19.108,22.154,18.450,17.725,21.263,20.467,25.442,25.846,24.529,28.733,17.775,23.700,15.988,18.513,14.788,16.546,15.496,17.546,18.671,21.121,54.700,0.000,0.000,0.000,0.000,17.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,11.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.612,9.243,7.970,7.953,10.287,8.019,9.900,9.279
11/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.463,97.865,98.111,98.121,95.283,95.917,99.490,99.575,16.606,21.046,19.246,20.471,19.917,15.625,23.167,14.979,17.983,16.988,18.704,19.417,22.221,21.213,25.763,18.017,24.071,17.175,18.967,15.638,15.879,15.554,16.963,17.388,21.188,51.823,0.000,0.000,0.000,0.000,22.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,10.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.279,9.214,7.588,7.937,9.981,7.761,9.900,9.104
11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.943,98.217,98.890,97.549,95.218,95.602,98.620,98.195,17.044,23.879,20.117,20.621,19.663,20.617,26.579,18.779,21.471,20.138,18.525,22.867,18.058,20.188,25.163,22.713,26.054,20.500,17.438,17.988,16.600,15.117,18.067,16.875,22.696,12.614,0.000,0.000,0.000,0.000,16.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,10.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.081,9.009,7.453,8.033,9.836,7.498,9.917,8.904
11/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.366,97.627,99.411,97.074,96.783,95.552,99.424,98.163,18.339,19.821,24.600,17.504,21.046,17.338,23.675,19.275,15.621,19.342,24.042,24.058,21.108,12.900,25.108,25.225,22.288,17.125,19.329,13.958,17.288,18.329,18.271,28.083,19.833,0.000,0.000,0.000,0.000,0.000,19.875,0.000,0.000,5.388,0.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,10.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.787,8.838,7.532,8.034,9.797,7.113,9.942,8.742
11/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.667,97.461,98.811,97.384,97.516,95.799,99.117,99.553,15.089,21.779,23.429,23.196,19.479,17.946,22.117,19.779,18.154,21.413,19.542,28.738,21.342,15.546,21.033,28.229,24.488,18.083,16.904,16.729,16.229,17.008,17.367,18.463,19.975,0.000,0.000,0.000,0.000,0.000,19.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,10.200,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.605,8.662,7.565,8.153,9.578,6.774,10.100,8.604
11/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.448,97.693,98.170,98.504,98.273,96.495,98.717,100.650,14.689,20.225,23.988,26.904,18.517,23.313,21.429,21.329,17.113,22.463,25.217,23.271,18.925,15.382,18.954,27.142,24.108,19.779,18.650,16.100,15.550,16.483,15.838,21.138,14.992,0.000,0.000,0.000,0.000,0.000,14.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,9.860,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.451,8.549,7.498,8.205,9.395,6.410,10.100,8.613
11/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.744,98.230,97.265,98.452,99.533,96.519,97.750,99.345,14.794,19.696,19.700,19.833,15.117,21.879,22.071,15.233,20.242,18.088,24.763,25.288,20.454,16.796,24.646,24.038,27.083,17.121,20.138,15.933,16.717,16.858,17.263,23.008,20.308,0.000,0.000,0.000,0.000,0.000,15.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,9.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.282,8.414,7.412,8.120,9.234,6.246,10.017,8.571
11/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.099,98.382,97.337,98.788,98.169,96.331,97.498,100.011,15.722,19.163,20.250,21.042,15.258,32.008,25.821,18.554,25.292,20.192,25.821,23.117,20.196,21.354,19.883,21.779,23.096,16.213,18.238,16.083,14.567,17.963,16.671,19.525,27.396,0.000,0.000,0.000,0.000,0.000,10.726,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,9.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.099,8.229,7.244,8.100,9.149,6.125,9.838,8.500
11/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.661,99.353,98.415,97.822,99.145,96.482,97.863,99.126,15.933,18.317,19.896,16.450,22.408,38.688,18.575,17.717,21.946,20.458,23.817,21.996,23.821,17.317,22.679,20.158,26.679,16.863,17.588,15.425,17.104,18.596,17.379,22.958,24.175,0.000,0.000,0.000,0.000,0.000,9.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,9.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.922,8.092,7.105,8.054,9.085,5.831,9.583,8.462
11/25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.622,99.848,99.222,96.844,98.138,97.703,98.920,99.454,19.428,19.346,18.517,21.583,19.950,47.108,25.671,19.250,20.388,17.392,22.492,20.871,18.654,18.058,17.517,20.338,27.300,18.046,18.196,14.696,18.113,21.858,16.254,18.521,22.342,0.000,0.000,0.000,0.000,0.000,7.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,8.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.815,8.139,6.944,7.983,9.003,5.661,9.371,8.396
11/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.247,98.705,98.774,97.097,96.417,98.260,99.172,99.001,18.339,18.121,19.204,21.675,19.408,43.508,17.346,15.717,27.933,17.021,23.704,22.054,13.946,16.825,20.500,23.567,23.571,14.433,28.663,15.650,18.038,17.104,17.138,28.558,26.354,0.000,0.000,0.000,0.000,0.000,8.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.411,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,8.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.536,8.106,6.918,7.857,9.085,5.521,9.154,8.292
11/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.604,98.631,96.514,97.263,96.147,98.856,98.620,99.156,16.939,18.746,20.038,17.796,17.033,40.963,22.171,15.171,28.054,16.579,25.654,23.554,15.654,17.629,18.525,17.379,22.304,19.925,23.317,11.175,16.475,17.388,18.425,41.929,26.629,0.000,0.000,0.000,0.000,0.000,8.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,3.743,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,8.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.325,7.935,7.080,7.758,9.032,5.435,8.963,8.187
11/28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.151,97.716,97.554,97.456,98.358,98.958,98.250,99.587,19.306,18.671,19.854,18.579,19.213,35.288,22.563,18.046,27.996,20.017,23.142,23.725,14.913,19.525,18.492,17.808,23.129,20.371,21.708,13.892,12.667,17.858,17.796,31.871,27.179,0.000,0.000,0.000,0.000,0.000,10.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,8.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.162,7.693,7.077,7.695,8.936,5.176,8.625,8.096
11/29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.204,97.546,97.735,97.394,98.293,100.357,99.148,99.377,22.294,19.354,17.854,19.167,22.042,40.842,19.271,18.229,35.058,22.229,21.883,19.446,23.508,19.783,19.283,19.596,22.142,13.575,23.388,14.079,13.446,17.138,19.025,30.367,27.083,0.000,0.000,0.000,0.000,0.000,8.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,7.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.987,7.441,7.276,7.640,8.837,4.980,8.225,8.000
11/30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.501,98.012,96.794,97.490,97.384,99.287,100.064,99.331,17.161,21.558,18.088,16.075,20.600,34.675,17.679,14.558,31.146,17.596,18.896,20.296,18.350,15.608,22.250,20.804,20.767,16.333,19.054,14.096,12.763,15.388,17.954,23.971,27.138,0.356,0.000,0.000,0.000,0.000,10.226,0.000,0.000,0.000,0.000,0.000,10.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,7.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.847,7.112,7.261,7.615,8.610,4.819,7.904,7.796
12/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.812,97.777,96.881,97.691,98.394,99.428,99.973,99.047,17.400,21.575,19.342,16.921,20.325,31.054,23.533,13.446,29.008,14.813,25.150,25.163,20.204,22.192,18.033,18.050,24.150,17.904,18.208,16.567,10.967,15.463,18.483,23.517,23.175,0.000,0.000,0.000,0.000,0.000,11.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,7.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.730,6.754,7.227,7.602,8.483,4.810,7.617,7.563
12/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.541,97.551,96.476,97.537,97.641,99.785,100.366,99.696,14.522,21.833,18.658,18.858,19.179,31.325,20.304,14.225,27.371,27.692,24.508,20.321,19.271,22.600,24.267,17.308,25.750,16.138,17.913,18.600,23.063,17.658,15.700,24.913,29.113,0.000,0.000,0.000,0.000,0.000,10.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,6.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.673,6.582,7.098,7.612,8.410,4.834,7.321,7.346
12/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.016,98.161,96.632,97.358,96.344,99.315,98.284,98.808,15.522,22.046,19.071,17.275,20.675,33.358,20.621,12.725,24.046,34.621,38.488,21.050,21.008,15.983,24.513,20.238,23.296,16.388,18.721,14.100,12.417,18.188,17.417,28.325,28.625,0.000,0.000,0.000,0.000,0.000,10.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,6.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.614,6.449,6.945,7.662,8.308,4.865,6.963,7.200
12/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.610,99.594,97.051,96.574,95.979,98.932,98.530,98.835,18.294,21.704,17.779,19.938,19.725,31.817,20.254,15.300,24.433,29.388,45.642,19.242,16.708,12.354,24.992,20.658,18.279,16.542,20.925,17.558,13.725,16.500,18.325,19.875,31.025,0.000,0.000,0.000,0.000,0.000,10.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,6.570,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.536,6.293,6.590,7.635,8.024,5.012,6.725,7.222
12/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.897,99.537,98.677,96.176,96.196,98.761,99.251,99.273,16.728,23.775,17.208,20.346,17.017,32.092,16.971,18.742,22.575,25.950,36.238,26.567,17.792,12.567,20.108,30.450,15.158,16.263,15.288,17.896,15.267,16.213,19.771,21.963,27.421,0.000,0.000,0.000,0.000,0.000,10.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,6.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,6.080,6.372,7.558,7.763,5.175,6.483,7.175
12/6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.307,99.479,99.200,96.734,95.702,99.026,100.270,98.567,16.956,22.363,14.929,22.146,21.167,29.246,20.771,18.671,24.779,22.333,37.667,21.342,21.533,14.329,18.288,26.446,15.229,17.725,23.858,15.579,15.779,17.079,22.008,22.583,27.888,0.000,0.000,0.000,0.000,0.000,11.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,6.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.249,5.918,6.286,7.223,7.452,5.310,6.317,7.050
12/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.106,99.578,98.825,96.375,94.369,99.113,100.105,98.268,15.456,20.958,16.792,19.638,15.158,31.150,18.883,18.138,26.929,17.988,43.304,20.379,21.471,18.554,19.883,26.167,18.713,16.550,18.388,17.513,12.213,17.258,19.217,21.867,25.833,14.702,0.000,0.000,0.000,0.000,10.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.980,5.588,6.140,7.087,7.227,5.293,6.179,6.838
12/8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.779,99.845,98.112,96.241,96.199,99.550,99.478,98.243,20.061,22.279,19.525,18.029,16.704,31.925,20.771,21.954,27.433,19.808,44.029,20.763,19.063,18.367,23.863,23.317,18.154,14.225,19.533,22.871,14.638,15.163,19.117,21.167,23.296,9.720,0.000,0.000,0.000,0.000,10.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.613,5.467,6.166,6.996,7.077,5.192,6.150,6.743
12/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.588,97.952,98.465,96.773,95.910,99.707,99.891,NA,18.272,22.833,19.271,19.213,16.558,31.283,18.004,28.271,28.675,22.558,39.125,26.992,20.371,15.879,18.138,20.613,20.575,12.629,18.467,22.721,15.258,16.821,18.075,22.225,35.142,0.000,0.000,0.000,0.000,0.000,10.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.337,5.228,6.195,6.959,6.752,5.023,6.238,NA
12/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.666,98.452,99.181,97.649,96.511,99.729,98.943,NA,17.372,23.729,19.495,22.242,18.129,30.000,15.675,28.900,27.042,20.563,30.158,20.879,27.858,19.029,17.904,27.650,22.696,12.683,20.838,19.892,16.621,17.488,17.708,24.254,31.746,13.272,0.000,0.000,0.000,0.000,11.139,0.000,0.000,0.000,0.000,0.000,2.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.010,5.201,6.262,6.651,6.504,4.937,6.421,NA
12/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.255,98.873,98.645,97.741,96.463,98.993,98.930,97.863,18.683,22.663,22.963,20.446,24.867,35.050,16.829,32.496,28.913,19.779,36.600,21.996,18.429,26.275,21.567,23.579,24.154,12.608,22.175,16.681,15.021,18.338,23.596,24.625,31.225,11.924,0.000,0.000,0.000,0.000,9.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.718,4.988,6.312,6.330,6.381,4.763,6.354,5.836
12/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.850,98.024,99.113,98.462,96.047,99.426,99.689,98.557,18.317,18.238,22.025,18.813,20.688,32.308,22.875,32.567,28.754,18.588,31.567,21.592,15.600,18.892,19.158,27.942,20.658,12.975,24.450,18.277,13.938,15.529,27.925,20.713,29.371,12.860,0.000,0.000,0.000,0.000,10.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.482,4.895,6.274,6.147,6.285,4.595,6.154,5.600
12/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.160,98.035,99.565,99.283,97.998,99.952,99.606,99.816,21.939,22.850,20.058,20.496,23.188,36.663,21.017,22.575,28.388,19.042,32.508,24.683,25.558,18.683,20.675,19.413,22.500,18.633,28.158,14.229,15.688,19.321,22.625,24.183,32.654,18.334,0.000,0.000,0.000,0.000,9.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,5.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.276,4.830,6.273,6.028,6.256,4.475,5.696,5.375
